56:4346, 5794, 4087, 5126, 8308, 8105, 2202, 4623, 4343, 8310, 
57:8063, 4320, 6451, 2608, 548, 4371, 6892, 2294, 4120, 3353, 
58:3383, 1747, 8111, 5022, 2556, 3710, 8122, 7071, 4309, 7136, 
59:7558, 4868, 8141, 7793, 1753, 907, 8694, 217, 2689, 7155, 
60:7128, 3065, 6626, 2981, 555, 2424, 4915, 160, 7845, 6103, 
61:834, 2207, 3104, 464, 3057, 1925, 5233, 2426, 4550, 3306, 
62:5304, 1613, 5507, 6103, 1035, 1004, 7532, 1109, 5635, 406, 
63:4965, 4301, 706, 8361, 6311, 1879, 1535, 1935, 1978, 2959, 
64:7292, 899, 7848, 4343, 6419, 7699, 855, 2164, 3947, 7784, 
65:3009, 4132, 946, 2961, 5518, 1682, 685, 2958, 4657, 114, 
66:20, 7577, 5312, 3908, 438, 4899, 7504, 2952, 7322, 8216, 
67:5344, 2519, 8619, 7800, 4041, 6162, 838, 4554, 8228, 7068, 
68:3939, 29, 4761, 1033, 7015, 7374, 184, 3942, 1012, 1041, 
69:6052, 5286, 7354, 4959, 5725, 4926, 4656, 8629, 6306, 7902, 
70:8170, 6500, 5956, 5615, 6528, 2407, 2294, 7216, 1308, 2351, 
71:2510, 2536, 2404, 3428, 2485, 3904, 999, 2620, 2924, 3928, 
72:1035, 1109, 4301, 4308, 62, 416, 6778, 2057, 739, 2371, 
73:478, 38, 3660, 7943, 5069, 7864, 790, 3822, 4045, 2253, 
74:5944, 7866, 336, 6038, 6629, 1656, 5604, 3396, 5435, 8046, 
75:4356, 5901, 8338, 3734, 7037, 1762, 315, 5184, 4362, 4644, 
76:4547, 8109, 275, 548, 2732, 4951, 4656, 898, 6254, 1284, 
77:2360, 1544, 1204, 5822, 3787, 2284, 2518, 93, 7887, 703, 
78:6962, 7160, 2505, 5250, 1209, 3611, 2258, 6593, 3662, 1083, 
79:122, 1197, 7175, 1704, 883, 4949, 6552, 2134, 7684, 3472, 
80:4054, 8361, 6593, 5899, 1978, 1706, 2041, 6738, 7479, 3370, 
81:2090, 3798, 1226, 6440, 615, 7082, 7482, 4404, 6711, 462, 
82:2971, 3534, 1043, 2906, 8474, 5607, 3107, 1985, 7, 425, 
83:2525, 878, 4586, 7139, 1710, 3354, 143, 357, 8645, 4243, 
84:8064, 6747, 2679, 1600, 5812, 345, 3764, 7587, 1967, 8666, 
85:3396, 3946, 6391, 1603, 8623, 1487, 6990, 1543, 1717, 1051, 
86:133, 2076, 1711, 8647, 7537, 3612, 373, 4845, 4164, 5148, 
87:816, 1200, 1068, 619, 1343, 1407, 2021, 3126, 6155, 2769, 
88:6074, 3651, 151, 260, 6201, 1992, 3414, 492, 1709, 727, 
89:4847, 376, 95, 3363, 1974, 243, 2663, 2195, 3739, 1860, 
90:7915, 2372, 4412, 2799, 7835, 7304, 1657, 8061, 2638, 1697, 
91:1050, 1909, 2995, 6827, 2844, 6811, 1462, 980, 17, 2996, 
92:5253, 7324, 237, 1344, 2906, 2532, 3107, 5523, 8290, 4543, 
93:2360, 77, 1204, 1701, 5234, 5822, 1544, 7646, 2284, 2518, 
94:5088, 3387, 5624, 8624, 152, 641, 5562, 640, 6441, 200, 
95:3363, 376, 1974, 243, 3739, 7260, 89, 3616, 5153, 4642, 
96:439, 7749, 5879, 653, 352, 427, 6813, 3, 5828, 1633, 
97:4650, 5400, 2535, 7050, 5129, 8270, 615, 1719, 4080, 2896, 
98:4507, 3611, 791, 7109, 2258, 7160, 2134, 6414, 1083, 1935, 
99:2547, 7757, 2551, 171, 5862, 1454, 1490, 6982, 8338, 428, 
100:2248, 2201, 2435, 7118, 3810, 1726, 4218, 5329, 8660, 2577, 
101:8299, 8423, 2946, 1750, 7850, 4297, 4625, 4498, 7441, 8553, 
102:1998, 5314, 5329, 7335, 7976, 6999, 2830, 2154, 529, 4218, 
103:4731, 943, 5784, 1732, 7423, 3622, 5055, 2085, 4166, 513, 
104:4592, 5404, 2538, 1014, 890, 7120, 1723, 254, 8657, 382, 
105:3727, 4009, 889, 8358, 4744, 491, 8433, 6901, 3134, 4119, 
106:6786, 7901, 5011, 935, 5108, 111, 2103, 200, 8338, 2418, 
107:4627, 7125, 7948, 4100, 2540, 7169, 6243, 3413, 138, 5313, 
108:5539, 2032, 3855, 1627, 463, 555, 7950, 5159, 8002, 423, 
109:5877, 8422, 1276, 4039, 6038, 2018, 7770, 6998, 4755, 8026, 
110:555, 2032, 4600, 7128, 3997, 6628, 3245, 3855, 860, 418, 
111:4322, 3398, 5271, 5442, 6252, 242, 1232, 916, 2678, 2770, 
112:2963, 3000, 895, 737, 1111, 1409, 2391, 1086, 2584, 2798, 
113:1360, 5998, 1324, 1174, 1706, 3209, 347, 348, 4054, 8429, 
114:8004, 2961, 4255, 5475, 5107, 1698, 5597, 3327, 3009, 7563, 
115:615, 8131, 2776, 7872, 158, 2000, 5477, 3356, 2489, 7870, 
116:6846, 3008, 7224, 8546, 6592, 4691, 1501, 732, 8195, 5715, 
117:2408, 1074, 5263, 8417, 1354, 6733, 4399, 4557, 391, 6451, 
118:2628, 7177, 8568, 7956, 5501, 704, 8378, 8560, 1904, 2806, 
119:1766, 6949, 6638, 5821, 4302, 3540, 5453, 2034, 5069, 8576, 
120:3381, 6233, 2402, 1507, 3753, 7980, 1318, 7527, 4761, 667, 
121:8140, 6236, 8141, 7446, 7292, 7690, 5476, 7150, 7108, 3514, 
122:7935, 4956, 3460, 6332, 1197, 8284, 1704, 2776, 5291, 8298, 
123:4078, 8656, 3868, 5915, 839, 138, 7929, 7494, 1738, 3398, 
124:6236, 8310, 987, 3934, 126, 7227, 7150, 984, 7444, 1663, 
125:6236, 4395, 7150, 4266, 7443, 4691, 126, 8420, 3805, 2845, 
126:5106, 4011, 8298, 1635, 6236, 6531, 2199, 6372, 7108, 4826, 
127:6236, 4345, 6531, 8682, 7150, 7973, 4011, 7443, 7151, 126, 
128:7292, 7784, 8310, 5804, 6236, 3566, 899, 3722, 7145, 3180, 
129:5542, 1639, 6808, 4350, 1179, 1229, 6331, 6205, 3956, 5812, 
130:6236, 8260, 127, 3511, 3480, 2363, 5677, 8679, 126, 4011, 
131:7447, 4953, 7699, 987, 2675, 1752, 7292, 126, 1375, 281, 
132:2546, 6636, 5067, 4861, 3509, 3075, 1350, 3385, 5434, 1115, 
133:8647, 3488, 5830, 4164, 1711, 2076, 4708, 4332, 4845, 3719, 
134:5173, 2834, 3014, 7865, 4004, 3973, 8456, 1164, 3849, 3284, 
135:7937, 2699, 1370, 4189, 8161, 1543, 7034, 3845, 8372, 8649, 
136:7782, 4478, 1202, 1119, 1886, 3693, 6430, 2585, 4637, 8242, 
137:189, 4277, 2616, 5603, 5734, 1825, 996, 5074, 2635, 4315, 
138:4627, 4100, 6252, 5439, 4322, 916, 4078, 839, 242, 3398, 
139:6809, 7771, 2183, 6935, 3678, 7715, 7298, 2908, 790, 4967, 
140:3962, 5823, 2018, 1163, 1317, 8046, 5877, 8422, 1175, 2105, 
141:3456, 8502, 4458, 6903, 4688, 3851, 4095, 7919, 893, 1091, 
142:4661, 7366, 8014, 6, 8292, 8101, 8207, 4375, 3098, 4011, 
143:878, 1710, 2472, 3896, 678, 2525, 6653, 4586, 1735, 6749, 
144:780, 150, 1133, 7761, 2541, 7767, 7743, 503, 1633, 7749, 
145:801, 1883, 6195, 3882, 3626, 7105, 4122, 2215, 2832, 3110, 
146:227, 560, 1133, 4889, 352, 780, 7767, 1633, 5364, 5828, 
147:3779, 5525, 5311, 5708, 6535, 7716, 5522, 5480, 6494, 6951, 
148:156, 300, 1774, 2033, 2463, 3915, 2195, 3911, 5046, 3987, 
149:963, 3801, 6594, 472, 7956, 5808, 4545, 4801, 2835, 5588, 
150:780, 2541, 144, 7761, 3656, 1133, 1633, 7743, 503, 429, 
151:5521, 7257, 5159, 8282, 6021, 283, 4065, 88, 2911, 6751, 
152:5624, 200, 6441, 935, 5088, 1578, 94, 5562, 75, 7287, 
153:3795, 8214, 2659, 2753, 8206, 937, 6443, 7888, 723, 367, 
154:721, 775, 3902, 2930, 3639, 298, 6641, 7837, 6457, 6215, 
155:661, 813, 6804, 6253, 4674, 6673, 6960, 778, 873, 5707, 
156:148, 3915, 300, 4710, 2195, 5046, 2033, 1974, 8651, 1961, 
157:847, 5467, 3351, 7197, 6315, 2602, 4681, 4143, 1700, 347, 
158:115, 1602, 2896, 615, 4697, 5127, 3601, 4276, 2042, 3967, 
159:562, 1508, 1674, 6391, 6275, 663, 1431, 1331, 6088, 4065, 
160:3065, 3236, 3759, 3855, 1395, 1627, 497, 3700, 60, 555, 
161:3693, 7059, 4478, 4883, 4477, 457, 573, 4545, 652, 5785, 
162:6216, 3362, 4068, 241, 2041, 356, 6520, 4054, 7164, 6738, 
163:1256, 507, 6297, 1758, 7179, 8291, 7178, 432, 5220, 7761, 
164:642, 4723, 2805, 4696, 8391, 8687, 3456, 8453, 3103, 3050, 
165:3679, 3001, 3480, 6630, 5228, 6090, 6305, 6750, 8036, 1093, 
166:505, 5877, 7770, 8422, 8636, 5827, 2676, 1506, 73, 7511, 
167:7756, 2599, 831, 7599, 7025, 3080, 1389, 1756, 334, 2121, 
168:951, 798, 2448, 1167, 7472, 3541, 2124, 6295, 8346, 6683, 
169:170, 8064, 2972, 4352, 2441, 1600, 2948, 3289, 5233, 5406, 
170:169, 4352, 2948, 7905, 3728, 8456, 5041, 5937, 8064, 3119, 
171:6982, 5820, 2885, 8338, 7757, 428, 2547, 2329, 1454, 6872, 
172:4901, 2137, 3533, 1126, 2142, 3646, 639, 6659, 7469, 1077, 
173:7170, 2795, 8445, 4474, 7997, 5474, 830, 3444, 2779, 8321, 
174:3066, 3579, 6702, 6565, 588, 503, 3236, 3422, 3445, 3198, 
175:504, 2211, 5671, 5159, 1993, 3753, 2267, 6771, 818, 2472, 
176:6332, 3798, 6552, 846, 1226, 8298, 7684, 2776, 2090, 3263, 
177:2848, 6645, 7135, 7810, 2925, 3479, 6871, 2267, 4545, 1499, 
178:4132, 8025, 1890, 2961, 8590, 1040, 946, 8094, 7561, 3395, 
179:2885, 7150, 7289, 4182, 461, 2604, 897, 7227, 4301, 3378, 
180:5954, 7386, 2765, 2841, 4085, 5812, 6746, 8087, 8637, 2417, 
181:1767, 812, 4744, 8433, 2036, 1118, 368, 5805, 7676, 2770, 
182:2895, 2951, 3345, 4086, 3708, 6567, 977, 1691, 6643, 4017, 
183:3542, 3973, 1936, 6470, 1501, 7190, 5121, 4691, 1074, 6818, 
184:4761, 7374, 1507, 7847, 5789, 7312, 667, 7693, 4805, 7422, 
185:6543, 6582, 280, 6646, 1836, 1006, 2984, 4261, 2933, 8011, 
186:4476, 5394, 2711, 3015, 1546, 2414, 4399, 3643, 656, 6115, 
187:4442, 682, 1388, 3173, 1689, 1816, 1077, 2079, 4241, 4316, 
188:888, 1890, 4132, 178, 946, 7561, 2961, 19, 6385, 8590, 
189:137, 2635, 6053, 5603, 4803, 4315, 996, 277, 6458, 5734, 
190:442, 685, 2958, 7231, 7956, 3009, 3605, 2506, 3462, 2961, 
191:7971, 2171, 8086, 612, 8095, 8383, 3789, 3785, 5838, 3621, 
192:284, 3326, 1946, 2229, 2879, 1448, 1384, 7530, 1125, 3399, 
193:568, 3548, 7597, 7726, 2529, 5966, 7751, 7745, 2161, 27, 
194:949, 7772, 1603, 85, 4308, 8623, 4, 6391, 6997, 7902, 
195:7110, 2075, 2520, 3940, 5291, 2691, 6518, 4837, 916, 1847, 
196:1274, 7796, 6496, 7334, 7345, 5443, 5502, 6793, 2325, 3660, 
197:659, 2370, 314, 5267, 1806, 6918, 1552, 7727, 2542, 6024, 
198:1297, 1143, 4114, 2201, 3847, 2155, 7878, 2274, 2239, 7353, 
199:3455, 6325, 8099, 4323, 1956, 8177, 7766, 1314, 7555, 3977, 
200:1578, 935, 5624, 3742, 5011, 461, 152, 5088, 315, 6441, 
201:247, 3629, 211, 5876, 3565, 8334, 5579, 8645, 1858, 283, 
202:7476, 2079, 8638, 7191, 639, 7187, 4446, 1044, 4241, 1077, 
203:2686, 6568, 398, 7404, 6738, 5375, 7292, 4978, 1375, 3375, 
204:4391, 217, 3941, 4724, 2876, 3445, 8694, 3372, 6702, 4419, 
205:2348, 4196, 5693, 3397, 1678, 4362, 315, 7053, 5252, 200, 
206:4210, 3501, 4830, 6512, 2073, 6653, 6651, 2140, 2094, 1205, 
207:708, 685, 4784, 190, 442, 7956, 114, 3009, 3686, 7563, 
208:6431, 1257, 2303, 2659, 3524, 1297, 5773, 3665, 1336, 898, 
209:3668, 236, 7684, 992, 2614, 3970, 1226, 8398, 5143, 6439, 
210:2167, 5484, 4323, 1956, 481, 7529, 2887, 5020, 7927, 8177, 
211:1590, 8169, 916, 3629, 1592, 6889, 2774, 8027, 6824, 4827, 
212:3461, 1066, 2014, 5021, 2636, 1834, 841, 7922, 7099, 4671, 
213:5865, 706, 4301, 4242, 4475, 617, 6440, 5513, 1226, 6058, 
214:5479, 4710, 4642, 4381, 3616, 621, 7260, 5046, 3115, 670, 
215:1075, 4312, 3108, 7402, 2696, 1328, 1453, 2184, 8643, 3580, 
216:2873, 3717, 3726, 2411, 7454, 6869, 6508, 7874, 6901, 2621, 
217:6022, 6425, 1584, 5576, 4361, 4391, 4011, 1024, 1635, 5923, 
218:3924, 510, 607, 8242, 1883, 7772, 6638, 2267, 1603, 3304, 
219:7160, 1209, 7109, 3611, 5947, 2258, 2751, 467, 6701, 4507, 
220:122, 7791, 3566, 3722, 4049, 5291, 7935, 4956, 8640, 6440, 
221:6339, 7237, 1951, 1064, 2174, 222, 4038, 4692, 1441, 4037, 
222:4037, 1064, 6339, 1951, 4692, 2174, 4038, 7237, 221, 5123, 
223:3930, 551, 716, 771, 4854, 6750, 2733, 230, 1190, 2698, 
224:1047, 8122, 984, 5022, 7071, 2583, 7189, 4309, 1747, 5426, 
225:1890, 337, 7561, 8579, 7292, 8094, 3843, 3377, 4132, 178, 
226:7020, 1817, 6859, 6082, 8516, 6584, 7560, 6562, 4090, 4492, 
227:560, 1133, 146, 5828, 352, 5879, 1633, 3912, 780, 7761, 
228:8557, 4858, 4178, 7969, 3027, 7839, 1988, 4730, 515, 5892, 
229:6827, 1338, 6364, 6755, 2906, 1948, 980, 7897, 1915, 1043, 
230:4854, 3930, 6750, 716, 7608, 551, 2733, 3186, 3861, 3748, 
231:1630, 7251, 7888, 6598, 7083, 7737, 7192, 6316, 4140, 28, 
232:7207, 974, 3545, 3501, 5893, 2073, 4675, 6651, 4830, 2251, 
233:8214, 1159, 8222, 5878, 937, 18, 7004, 4177, 2659, 7888, 
234:6756, 6661, 6268, 6945, 6888, 3671, 3740, 6691, 1248, 1426, 
235:2072, 8282, 7940, 6879, 3358, 8402, 283, 3610, 6352, 1421, 
236:8398, 7684, 2958, 2961, 4496, 3009, 5399, 5143, 7561, 3334, 
237:3534, 425, 7324, 3650, 8290, 8373, 3107, 2906, 4543, 5607, 
238:308, 842, 3994, 2096, 3608, 2082, 520, 7468, 423, 492, 
239:1210, 1458, 655, 4708, 1082, 5975, 5643, 5519, 422, 7658, 
240:1551, 3463, 548, 4547, 5565, 8120, 5024, 5153, 4545, 7415, 
241:8361, 8403, 7164, 6593, 4054, 2041, 7355, 162, 7634, 4301, 
242:3398, 1066, 5271, 6820, 138, 5439, 6252, 4744, 4322, 7948, 
243:376, 1974, 95, 2663, 4710, 3363, 3128, 3739, 89, 2195, 
244:2296, 1875, 5843, 4412, 283, 2638, 3896, 4287, 2472, 7940, 
245:6875, 5850, 7826, 2164, 3043, 3947, 3566, 5115, 5960, 1356, 
246:5266, 6514, 4700, 6606, 8343, 5086, 6660, 5320, 2856, 7332, 
247:4849, 2595, 5579, 201, 4760, 4112, 5325, 7028, 1120, 283, 
248:2258, 8361, 1935, 3790, 5865, 7160, 2868, 7479, 4507, 5147, 
249:250, 7292, 7288, 2304, 5504, 2868, 7447, 8266, 3843, 4707, 
250:249, 7292, 7288, 2304, 2868, 5504, 7447, 8266, 3843, 4707, 
251:4238, 8057, 4927, 8273, 6440, 2943, 7245, 1309, 1879, 1705, 
252:122, 1704, 359, 3459, 6332, 281, 1423, 964, 7175, 6386, 
253:4926, 2157, 5331, 279, 5043, 6684, 6798, 3238, 3457, 5202, 
254:1876, 382, 890, 6845, 4592, 8657, 1723, 3770, 8158, 7120, 
255:504, 430, 6668, 444, 7694, 7708, 5030, 5166, 6925, 15, 
256:834, 464, 5233, 1925, 4885, 2972, 3038, 5031, 3104, 5493, 
257:3722, 4735, 3460, 1178, 2312, 4407, 6518, 3805, 2130, 2766, 
258:515, 8336, 1344, 5779, 4858, 228, 6624, 3755, 2020, 3027, 
259:3507, 4727, 2768, 2008, 2292, 8024, 5984, 7383, 8566, 1686, 
260:3326, 2963, 284, 2879, 2705, 2319, 1086, 1537, 447, 737, 
261:6804, 661, 3884, 7761, 6960, 5672, 503, 429, 2541, 8291, 
262:4408, 5670, 5066, 6257, 4855, 5870, 3078, 4181, 4917, 5762, 
263:7594, 8523, 6834, 901, 7192, 1552, 6927, 1121, 2847, 3637, 
264:1006, 6582, 2984, 4261, 1836, 6543, 280, 185, 3557, 629, 
265:4467, 5409, 3842, 8532, 8423, 8553, 4625, 4604, 6248, 1750, 
266:911, 3509, 1733, 1734, 1350, 7553, 132, 4733, 3632, 5935, 
267:5542, 1148, 8095, 3112, 345, 3590, 1070, 3288, 2750, 1933, 
268:4182, 3515, 5544, 1113, 4740, 6383, 1895, 4852, 2689, 6501, 
269:3230, 371, 3640, 903, 7396, 2250, 1987, 1560, 3626, 2851, 
270:7435, 1998, 2168, 5682, 8604, 74, 102, 5692, 4991, 1718, 
271:2938, 1246, 1965, 1134, 1583, 1381, 1580, 7755, 6767, 744, 
272:5186, 2297, 1446, 7680, 4413, 3807, 4745, 2595, 1898, 2934, 
273:445, 8153, 1501, 4018, 6592, 8417, 2679, 3346, 3865, 2574, 
274:3285, 3390, 7016, 3748, 6375, 6093, 6369, 3607, 3664, 6135, 
275:1284, 8109, 3994, 1517, 492, 4547, 3071, 3608, 2732, 6254, 
276:1844, 8104, 2549, 3871, 1645, 8663, 6374, 7698, 6370, 8478, 
277:409, 1123, 341, 3393, 2301, 2616, 6525, 6867, 2817, 7685, 
278:4196, 5693, 2348, 205, 5252, 917, 315, 7037, 638, 7575, 
279:4926, 5043, 3675, 6988, 7118, 1900, 4609, 253, 504, 4222, 
280:6550, 1006, 2984, 6582, 4261, 6543, 185, 2933, 1969, 6474, 
281:2016, 8298, 5106, 122, 6824, 2636, 2164, 5112, 5115, 2675, 
282:1549, 566, 412, 437, 6103, 3991, 7532, 942, 5473, 7010, 
283:4760, 7028, 7336, 5579, 1421, 7772, 1858, 1120, 6298, 8062, 
284:2879, 2229, 192, 420, 1142, 4479, 3326, 2422, 542, 2705, 
285:6406, 7008, 4896, 35, 7989, 924, 1107, 5757, 5232, 6956, 
286:8625, 858, 7795, 2526, 2007, 4530, 8617, 14, 7920, 865, 
287:820, 4371, 5884, 2094, 5133, 4527, 4165, 7395, 4320, 3961, 
288:419, 4430, 47, 4818, 8613, 7015, 1012, 6980, 4969, 7001, 
289:329, 1017, 1461, 2105, 4160, 1718, 2737, 4382, 8320, 4357, 
290:1976, 1961, 2440, 2581, 2638, 1657, 2372, 5322, 3915, 1530, 
291:1397, 1246, 1134, 1381, 2120, 2938, 1625, 401, 7755, 1583, 
292:2113, 5566, 1288, 7339, 5945, 6057, 4776, 7335, 5314, 5842, 
293:419, 1012, 7015, 3939, 5936, 8587, 7422, 8613, 7312, 7137, 
294:8518, 3565, 2065, 4358, 4359, 3961, 7959, 8013, 4849, 7395, 
295:1590, 1585, 942, 5911, 1595, 6889, 463, 6626, 2032, 3065, 
296:6895, 7438, 599, 8052, 7466, 5540, 6133, 818, 6667, 6034, 
297:5781, 4065, 7990, 5559, 5265, 8341, 4159, 5990, 5511, 6408, 
298:2930, 775, 721, 3902, 783, 581, 3693, 3639, 154, 723, 
299:8201, 4918, 6277, 2029, 7612, 5927, 4576, 6442, 5709, 5720, 
300:148, 1928, 156, 1774, 7327, 2033, 6749, 8651, 2195, 4710, 
301:3160, 3159, 2697, 853, 4545, 1202, 7314, 3551, 4287, 8280, 
302:7507, 7551, 4349, 6850, 7296, 3228, 7313, 6633, 6478, 7324, 
303:1838, 4400, 316, 2127, 8086, 7947, 1428, 5487, 3323, 3677, 
304:6220, 2896, 3977, 615, 1308, 8270, 481, 6112, 4323, 4650, 
305:5462, 6866, 6924, 5177, 7974, 2385, 2572, 2038, 1749, 3736, 
306:3186, 529, 4369, 3276, 786, 4639, 335, 4687, 5314, 1151, 
307:4293, 3628, 7466, 504, 5030, 5166, 3485, 444, 6908, 430, 
308:7468, 238, 5010, 583, 7338, 5801, 7398, 3831, 7379, 3105, 
309:7477, 6059, 3310, 487, 4202, 6471, 5478, 4617, 7226, 2811, 
310:2124, 798, 5590, 7194, 570, 1929, 7748, 1275, 7472, 1780, 
311:826, 5989, 5031, 1877, 7675, 7186, 368, 8386, 6508, 1713, 
312:493, 1088, 681, 458, 3674, 6443, 6438, 6881, 170, 367, 
313:2068, 6231, 4275, 8272, 1361, 6604, 469, 2135, 5419, 5388, 
314:3036, 5842, 659, 197, 921, 2370, 1659, 3373, 4639, 2020, 
315:5693, 7037, 75, 7490, 4356, 4569, 917, 5184, 4362, 5901, 
316:2127, 303, 4158, 3323, 1838, 8086, 3677, 1038, 7947, 4400, 
317:5439, 295, 841, 2636, 8578, 3626, 4322, 5105, 5394, 4671, 
318:3778, 3262, 3411, 3478, 3170, 4523, 7013, 4786, 3367, 3215, 
319:4105, 3971, 1927, 8363, 867, 3225, 1635, 1032, 1804, 4301, 
320:492, 495, 420, 2032, 555, 497, 1588, 909, 5081, 284, 
321:8068, 5375, 4871, 5544, 4182, 4086, 4346, 4740, 5126, 4515, 
322:3126, 412, 619, 3571, 4308, 3151, 3328, 2769, 1234, 1603, 
323:713, 6001, 2961, 1226, 3009, 8298, 7292, 6372, 4927, 3829, 
324:6703, 495, 5277, 3442, 5164, 6871, 5092, 6078, 3591, 2421, 
325:4100, 3513, 5291, 8656, 7169, 7948, 383, 138, 916, 4735, 
326:1114, 7150, 8310, 2271, 987, 984, 5112, 6236, 7292, 6372, 
327:8022, 2517, 2202, 450, 1279, 2689, 6383, 3030, 4807, 2130, 
328:5202, 6798, 2573, 4926, 4819, 6969, 1993, 288, 6980, 4772, 
329:7719, 8320, 1017, 4357, 5902, 6665, 8192, 3465, 6104, 1718, 
330:7852, 4893, 1124, 5149, 8602, 4004, 2834, 8582, 2322, 3302, 
331:6711, 4956, 8640, 359, 195, 462, 7791, 1704, 5291, 4927, 
332:497, 407, 5081, 2032, 542, 420, 6961, 3855, 4366, 423, 
333:4235, 5608, 115, 7872, 6434, 2940, 1698, 5400, 6112, 3977, 
334:3080, 2121, 1389, 831, 5886, 4628, 1756, 5655, 2599, 7599, 
335:3186, 8104, 4854, 306, 1645, 8242, 3748, 5547, 1018, 6563, 
336:4639, 5944, 420, 4140, 5604, 3214, 5073, 1630, 28, 1619, 
